@relation EtiquetasConsultas

@attribute specificity {medium, specific, broad}
@attribute task {inf, notinf, both}
@attribute objective {resource, action}
@attribute authosen {yes, no}
@attribute spatialsen {yes, no}
@attribute timesen {yes, no}
@attribute polywords {yes, no}
@attribute genre {reference, news, business, community}



@attribute topic {Adults-Sex, Arts-Culture, Finance, Cars-Transportation, Computers-Internet, Education, Entertainment-Music-Games, Health, Home-Garden, Politics-Government, Religion-Belief-Systems, Science-Mathematics, Social-Science, Sports, Technology-Electronic, Travel, Beauty-Style, Industrial-Goods-Services, Undefined, Work, Food-Drink, Charity, Person}

@data
medium,both,action,no,no,no,no,business,Cars-Transportation
medium,inf,resource,no,no,no,no,reference,Politics-Government
medium,notinf,action,no,no,no,no,business,Cars-Transportation
specific,inf,resource,no,no,no,no,reference,Beauty-Style
specific,inf,resource,no,no,no,no,reference,Computers-Internet
specific,both,action,no,yes,no,no,business,Travel
medium,notinf,resource,yes,yes,no,no,reference,Politics-Government
specific,inf,resource,yes,no,no,no,reference,Politics-Government
medium,both,action,yes,no,no,no,business,Entertainment-Music-Games
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
specific,inf,resource,yes,yes,no,no,reference,Education
specific,inf,resource,yes,no,no,no,reference,Health
medium,inf,action,yes,no,no,no,reference,Health
medium,notinf,action,no,no,no,no,business,Cars-Transportation
medium,inf,resource,yes,no,no,no,reference,Travel
specific,inf,resource,yes,no,no,no,reference,Politics-Government
medium,inf,resource,no,yes,no,no,business,Cars-Transportation
medium,inf,resource,yes,no,no,no,business,Science-Mathematics
specific,both,resource,yes,yes,no,no,business,Finance
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,both,resource,no,no,no,no,business,Finance
medium,both,resource,no,yes,no,no,business,Travel
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
specific,inf,resource,no,no,yes,no,news,Travel
medium,both,action,no,no,no,no,business,Home-Garden
medium,both,action,no,no,no,no,business,Home-Garden
medium,both,resource,no,yes,no,no,business,Home-Garden
medium,both,resource,no,yes,no,no,business,Home-Garden
medium,inf,resource,yes,no,no,no,reference,Social-Science
medium,inf,resource,no,no,no,no,reference,Health
specific,both,resource,no,no,no,no,reference,Health
specific,inf,action,no,no,no,no,business,Entertainment-Music-Games
medium,notinf,resource,no,yes,no,no,reference,Health
medium,notinf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,action,yes,no,no,no,reference,Health
medium,notinf,resource,no,yes,no,no,reference,Science-Mathematics
medium,inf,resource,no,no,no,no,reference,Sports
medium,notinf,resource,no,no,no,no,reference,Social-Science
specific,inf,resource,no,yes,no,no,reference,Education
medium,notinf,action,no,yes,no,no,reference,Travel
medium,notinf,action,no,no,no,no,business,Finance
medium,notinf,action,no,yes,no,no,business,Travel
specific,inf,resource,yes,no,no,no,reference,Health
medium,both,resource,no,no,no,no,reference,Science-Mathematics
specific,notinf,action,yes,no,no,no,reference,Computers-Internet
specific,notinf,action,no,yes,no,no,business,Finance
medium,inf,resource,no,yes,no,no,reference,Religion-Belief-Systems
medium,inf,action,yes,no,no,no,reference,Health
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
specific,both,resource,yes,yes,no,no,business,Travel
medium,both,resource,no,yes,no,no,business,Travel
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,both,action,no,no,no,no,business,Home-Garden
medium,both,resource,no,yes,no,no,business,Travel
medium,inf,action,yes,no,no,no,reference,Health
medium,both,action,no,no,no,no,reference,Entertainment-Music-Games
medium,notinf,resource,no,yes,no,no,reference,Science-Mathematics
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
specific,inf,resource,yes,no,no,no,reference,Health
medium,notinf,action,no,no,no,no,business,Industrial-Goods-Services
medium,inf,resource,yes,no,no,no,reference,Finance
medium,notinf,resource,no,no,no,no,reference,Adults-Sex
specific,inf,resource,yes,yes,no,no,reference,Education
specific,both,resource,yes,yes,no,no,reference,Education
specific,inf,resource,no,yes,no,no,news,Entertainment-Music-Games
specific,both,action,yes,yes,no,no,business,Cars-Transportation
specific,inf,resource,no,no,no,no,reference,Beauty-Style
medium,notinf,action,no,yes,no,no,business,Travel
specific,both,resource,yes,no,no,no,community,Entertainment-Music-Games
specific,inf,resource,yes,no,no,no,reference,Religion-Belief-Systems
specific,both,action,yes,no,no,no,news,Entertainment-Music-Games
medium,both,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,yes,no,no,business,Home-Garden
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,action,yes,yes,yes,no,reference,Education
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,both,resource,no,yes,no,no,business,Travel
medium,inf,resource,no,yes,no,no,reference,Work
medium,notinf,resource,no,no,no,no,reference,Arts-Culture
medium,both,resource,no,no,no,no,reference,Home-Garden
medium,inf,resource,no,no,no,no,reference,Arts-Culture
specific,inf,resource,no,no,no,no,reference,Health
broad,inf,resource,no,no,no,no,reference,Adults-Sex
medium,notinf,action,no,yes,no,no,business,Travel
medium,inf,resource,no,no,no,no,reference,Home-Garden
medium,both,action,no,no,no,no,business,Technology-Electronic
specific,both,action,yes,no,no,no,news,Entertainment-Music-Games
medium,notinf,resource,no,no,no,no,reference,Education
specific,inf,resource,yes,yes,no,no,reference,Technology-Electronic
medium,inf,resource,no,no,no,no,reference,Health
specific,inf,resource,yes,no,yes,no,reference,Religion-Belief-Systems
specific,inf,resource,no,no,no,no,reference,Computers-Internet
medium,notinf,action,no,no,no,no,business,Cars-Transportation
medium,inf,resource,no,yes,no,no,reference,Industrial-Goods-Services
specific,notinf,action,no,yes,no,no,business,Finance
medium,inf,resource,no,yes,no,no,business,Home-Garden
medium,both,resource,no,no,no,no,business,Beauty-Style
medium,inf,resource,yes,no,no,no,reference,Social-Science
specific,both,action,yes,no,no,no,business,Entertainment-Music-Games
medium,both,action,yes,yes,yes,no,business,Finance
specific,both,resource,yes,no,no,no,reference,Arts-Culture
medium,inf,resource,no,yes,no,no,business,Computers-Internet
medium,inf,resource,no,yes,no,no,business,Cars-Transportation
medium,both,resource,no,no,no,no,business,Beauty-Style
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
broad,both,resource,no,yes,no,no,reference,Travel
specific,both,resource,no,no,no,no,business,Beauty-Style
medium,inf,resource,no,no,no,no,reference,Education
specific,both,resource,yes,yes,no,no,reference,Education
medium,inf,resource,yes,no,no,no,reference,Education
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,resource,no,no,no,no,business,Computers-Internet
specific,inf,resource,no,no,no,no,reference,Home-Garden
medium,inf,resource,no,no,no,no,reference,Social-Science
medium,notinf,action,no,no,no,no,business,Finance
specific,inf,resource,no,yes,no,no,business,Computers-Internet
specific,both,resource,yes,no,no,no,reference,Health
medium,both,resource,no,no,no,no,reference,Adults-Sex
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,inf,resource,no,no,no,no,reference,Finance
medium,inf,resource,yes,no,no,no,reference,Education
medium,notinf,resource,no,no,no,no,reference,Computers-Internet
specific,inf,resource,no,yes,no,no,business,Home-Garden
medium,notinf,resource,no,no,no,no,reference,Science-Mathematics
specific,inf,resource,no,yes,no,no,business,Home-Garden
medium,notinf,resource,yes,yes,no,no,reference,Politics-Government
medium,inf,resource,no,yes,no,no,business,Computers-Internet
specific,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,action,no,yes,no,no,business,Travel
medium,notinf,action,no,yes,no,no,reference,Travel
specific,inf,resource,no,yes,no,no,reference,Entertainment-Music-Games
medium,inf,resource,no,no,no,no,reference,Finance
medium,both,resource,no,yes,no,no,business,Travel
specific,inf,resource,no,no,no,no,reference,Home-Garden
medium,notinf,resource,no,yes,no,no,reference,Science-Mathematics
specific,inf,resource,no,no,no,no,reference,Adults-Sex
medium,inf,resource,no,yes,no,no,business,Computers-Internet
medium,inf,resource,yes,no,no,no,reference,Finance
specific,both,action,yes,yes,no,no,business,Cars-Transportation
medium,inf,resource,yes,no,no,no,reference,Finance
medium,inf,resource,yes,no,no,no,reference,Education
medium,notinf,action,no,no,no,no,business,Industrial-Goods-Services
specific,inf,resource,no,no,no,yes,reference,Entertainment-Music-Games
medium,notinf,resource,no,no,no,no,business,Technology-Electronic
medium,inf,resource,no,yes,no,no,reference,Arts-Culture
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
specific,inf,resource,no,no,no,no,reference,Home-Garden
specific,notinf,resource,no,yes,no,no,business,Travel
medium,inf,resource,no,yes,no,no,reference,Politics-Government
specific,notinf,resource,no,yes,no,no,business,Travel
specific,inf,resource,no,yes,no,no,reference,Home-Garden
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
broad,both,resource,no,yes,no,no,reference,Beauty-Style
medium,inf,resource,no,no,no,no,reference,Education
medium,inf,resource,no,yes,no,no,reference,Travel
medium,both,resource,no,yes,no,no,business,Travel
specific,inf,resource,no,yes,yes,no,news,Arts-Culture
medium,inf,resource,no,yes,no,no,business,Cars-Transportation
specific,both,action,yes,yes,no,no,business,Cars-Transportation
medium,inf,action,yes,no,no,no,reference,Health
specific,inf,resource,no,yes,no,no,business,Finance
medium,notinf,resource,no,no,no,no,reference,Arts-Culture
specific,inf,resource,yes,no,no,no,business,Cars-Transportation
specific,inf,resource,yes,yes,yes,no,news,Politics-Government
medium,notinf,resource,no,no,no,no,reference,Social-Science
specific,both,resource,yes,yes,no,no,reference,Education
specific,inf,resource,yes,yes,no,no,reference,Religion-Belief-Systems
medium,inf,resource,no,yes,no,no,reference,Politics-Government
specific,inf,resource,yes,no,no,no,reference,Travel
medium,inf,resource,no,no,no,no,reference,Adults-Sex
medium,inf,action,yes,no,no,no,reference,Health
medium,inf,resource,no,no,no,no,community,Adults-Sex
medium,notinf,resource,no,yes,no,no,reference,Science-Mathematics
specific,both,resource,no,no,no,no,business,Beauty-Style
medium,inf,resource,no,no,no,no,reference,Health
medium,inf,resource,no,no,no,no,reference,Arts-Culture
specific,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,action,no,yes,no,no,reference,Travel
medium,both,action,no,yes,no,no,community,Sports
medium,inf,resource,yes,yes,no,no,reference,Health
medium,inf,resource,no,no,no,no,reference,Arts-Culture
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
specific,both,action,no,no,no,no,business,Computers-Internet
medium,notinf,action,no,yes,no,no,reference,Travel
medium,notinf,action,no,no,no,no,business,Cars-Transportation
medium,inf,resource,yes,no,no,no,reference,Finance
medium,both,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,action,no,no,no,no,business,Arts-Culture
medium,both,action,no,no,no,no,news,Entertainment-Music-Games
specific,both,action,yes,no,no,no,news,Entertainment-Music-Games
specific,both,action,yes,yes,no,no,business,Cars-Transportation
specific,inf,resource,no,yes,no,no,business,Finance
medium,inf,resource,no,no,no,no,reference,Arts-Culture
medium,both,resource,no,no,no,no,reference,Home-Garden
specific,inf,resource,no,yes,no,no,news,Entertainment-Music-Games
medium,notinf,resource,yes,yes,no,no,reference,Politics-Government
medium,both,action,no,no,no,no,business,Home-Garden
medium,notinf,action,no,no,no,no,reference,Entertainment-Music-Games
medium,inf,resource,no,no,no,no,reference,Arts-Culture
specific,both,action,yes,yes,no,no,business,Cars-Transportation
medium,notinf,action,yes,yes,no,no,business,Industrial-Goods-Services
medium,inf,resource,no,no,no,no,reference,Computers-Internet
medium,inf,resource,no,no,no,no,community,Adults-Sex
specific,both,resource,yes,no,no,no,reference,Health
specific,both,resource,no,no,no,no,reference,Health
medium,both,action,no,no,no,no,business,Home-Garden
medium,notinf,action,no,yes,no,no,business,Travel
medium,notinf,resource,no,no,no,no,reference,Social-Science
medium,inf,resource,no,yes,no,no,reference,Education
specific,inf,resource,no,yes,no,no,business,Industrial-Goods-Services
medium,inf,resource,no,yes,no,no,business,Cars-Transportation
specific,both,action,yes,yes,no,no,business,Cars-Transportation
medium,both,resource,no,no,no,no,community,Arts-Culture
medium,inf,resource,no,yes,no,no,reference,Science-Mathematics
specific,inf,resource,no,no,no,no,reference,Home-Garden
medium,both,resource,no,no,no,no,reference,Health
medium,notinf,action,no,no,no,no,business,Home-Garden
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
specific,both,resource,no,yes,no,no,reference,Food-Drink
medium,inf,resource,no,no,no,no,reference,Arts-Culture
medium,notinf,resource,no,no,no,no,reference,Science-Mathematics
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,resource,no,yes,no,no,reference,Travel
specific,inf,resource,no,no,no,no,reference,Home-Garden
specific,inf,resource,no,no,no,no,reference,Education
specific,inf,resource,no,no,no,no,reference,Home-Garden
specific,inf,resource,no,no,no,no,reference,Home-Garden
medium,inf,resource,no,yes,no,no,business,Computers-Internet
specific,inf,resource,no,no,no,no,reference,Sports
medium,notinf,resource,no,yes,no,no,reference,Science-Mathematics
medium,both,resource,no,yes,no,no,business,Travel
medium,notinf,resource,yes,yes,no,no,reference,Politics-Government
medium,both,resource,no,yes,no,no,reference,Arts-Culture
medium,inf,resource,yes,no,no,no,reference,Politics-Government
medium,both,resource,no,yes,no,no,reference,Arts-Culture
medium,inf,resource,no,no,no,no,reference,Home-Garden
specific,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,both,resource,no,no,no,no,reference,Home-Garden
medium,inf,resource,no,no,no,no,reference,Science-Mathematics
medium,notinf,action,no,no,no,no,reference,Computers-Internet
medium,both,resource,no,no,no,no,reference,Science-Mathematics
medium,both,resource,no,no,no,no,business,Finance
medium,inf,resource,no,yes,no,no,reference,Arts-Culture
specific,both,resource,yes,yes,no,no,business,Travel
medium,notinf,action,no,no,no,no,business,Industrial-Goods-Services
medium,both,resource,no,yes,no,no,business,Travel
medium,notinf,resource,no,no,no,no,reference,Adults-Sex
medium,inf,resource,no,no,no,no,reference,Home-Garden
specific,inf,resource,no,yes,no,no,news,Politics-Government
specific,inf,resource,no,yes,no,no,reference,Education
specific,inf,resource,yes,yes,no,no,reference,Politics-Government
medium,notinf,resource,no,yes,no,no,reference,Science-Mathematics
specific,inf,resource,yes,no,no,no,reference,Politics-Government
specific,inf,resource,no,yes,no,no,news,Entertainment-Music-Games
medium,notinf,resource,no,yes,no,no,reference,Science-Mathematics
medium,notinf,resource,no,no,no,no,reference,Entertainment-Music-Games
